total,body
5, 知る 人 ぞ 知る ブラジル 料理 店 の 老舗 。 なにせ この 店 の スゴイ ところ は 、 テーブル 間 の 狭い スペース で 、 客 の 誰 も が サンバ を 踊り 狂う ところ 。 肩 は ぶつかり 、 足 を 踏む こと は 避け られ ない が 、 そんな こと は お構い なし 。 日頃 は おとなしい で あろ う 紳士 淑女 が 、 息 も 絶え絶え 、 汗 を 流し て 踊り まくる の です 。 時には ナイス バディ な ボニータ （ 一 人 だけ ） が 、 リオ の カーニバル さながら の 出で立ち で 登場 し 、 本場 の サンバ を 踊っ て くれ ます 。 また 、 店内 に は ペットボトル で 作っ た 「 マラカス もどき 」 が いくつ も あり 、 それ を 手 に サンバ の リズム を 取り続ける と 、 ホント いい 運動 に なり ます 。 そう そう 、 肝心 の 料理 です が 、 ブラジル 料理 の 代表 「 フェイジョアーダ 」 は 「 ブラジル 版 カレー 」 の よう な もの 。 ルウ の 中 の 具 は 脂身 の ない 牛肉 と ソーセージ 。 ご飯 の 付け 合わせ に は 塩漬け し た 大根 の 葉 が あり 、 ご飯 と かき混ぜ て ルウ を かけ 、 その 上 に ブラジル 特産 の 芋 の 粉末 を ふりかけ て いただき ます 。 ルウ は サラサラ し て いる うえ に 、 コク が ある ので 、 ご飯 に よく 絡ん で とても 美味しい です 。 黒豆 を 思いっきり 煮込ん で いる ので 、 味覚 に 抵抗 する 方 も いらっしゃる かも 知れ ませ ん が 、 やっぱり ブラジル 料理 店 に 行っ た なら ば 、 コレ を 食べ ず し て 帰る ワケ に は いき ませ ん 。 店員 さん も 愛想 良く 、 誰 も みんな が 「 アミーゴ 」 に なれる 楽しい 雰囲気 が この 店 に は あり ます 。 それ も これ も 「 リサ パパ 」 の ホスピタリティ な ん でしょ う ねえ 。 
3, ランチ しか 食べ た こと が ない の です が 、 ここ の 「 豚肉 ランチ （ 名前 忘れ た ） 」 が 無性に 食べ たく なる 時 が あり ます 。 塩味 と 赤 とう がら し の 利い た ピリカラ の 味付け と 脂身 の ない 豚肉 は 、 ワタ シ なり に は グッドテイスト 。 肉 と ライス を 均等 に 交互 に 口 へ 運ぶ の を 、 我 ながら 実感 し て しまい ます 。 それだけ 肉 に 特徴 の ある 味付け を 施し て いる と 言え ましょ う 。 ただ 、 この 料理 に は 味覚 の 個人 差 が 大きく 出る こと は 否め ませ ん 。 
3, 間口 の 狭い 階段 を 下りる と 、 うなぎ の 寝床 の よう に 縦長 の 狭い 店内 が 広がる 。 コーヒー 1 杯 1 ， 000 円 。 ウマイ 、 マズイ を 評価 する 次元 の 話 に は なり ませ ん 。 この 金額 な ので 当然 、 使わ れる コーヒー カップ も 数 百 と 用意 さ れ 、 器 を 目 で 見 て 楽しみ ながら コーヒー を 味わう という 、 客 の 立場 で の 姿勢 が 求め られ ます 。 ケータイ を 持っ て ない 時代 に は 、 粋 な 待ち合わせ 場所 として よく 使っ て い た の だ が ・ ・ ・ 新宿 東口 駅前 という 好 立地 に あり ながら 、 店 が 地下 に ある ため 、 今 の 時代 と なっ て は ケータイ の 電波 が 入る か どう か 疑わしく 、 この 店 から は 足 が 遠のい て い ます 。 
1, なぜ あの 店 は あんなに 行列 が できる の だろ う と 、 車 で 通り過ぎる たび 思っ て い た の だ が 、 意 を 決して 30 分 並ん で 口 に し た ラーメン の 味 に 驚き 。 魚 の 臭み 、 熱す ぎてねっとりした スープ 、 気 の 遠く なる 麺 の 量 ・ ・ ・ 。 ワタ シ に は 受け入れ られ ませ ん 。 ラーメン 一筋 で 立派 な 家 を 作ら れ た 社長 の 功績 は 素晴らしい もの で あり ます が 、 この 特徴 ある スープ だけ で 商売 する の は 、 もはや 時代 感覚 に そぐわない の で は ない でしょ う か ？ 
1, 皆さま 一 様 に 評価 が 高い お 店 の よう な ので 、 大きな 期待 を 込め て 入 店 。 「 生 春巻き （ ゴイ・クン ） 」 「 お好み焼き （ バイン・セオ ） 」 「 牛肉 うどん （ フォー・ボー ） 」 を いただき まし た 。 ホーチミン に 行っ た とき に すべて 現地 で 食べ て いる ので 、 本場 の 味 を 想像 し て い た の です が 、 ゴイ・クン は よし として 、 バイン・セオ は お好み焼き という は おろか 、 あまり 火 の 通っ て い ない もやし が 、 卵焼き の 薄皮 に くるまれ て いる よう な 状態 。 全然 焼き 固め られ て なく て 、 料理 として 納得 の いく もの で は なかっ た 。 フォーボー は 醤油 の だし が 利き すぎ で 、 本場 の あっさり 感 が まったく なし 。 フォー に 醤油 が 使わ れる こと 自体 、 おかしな こと な の だ が 。 フォー の 上 に 乗る はず の 香菜 （ パクチー ） も 乗っ て なく て 、 きざみ ねぎ 。 その かわり に レモン を かけ て 食べる といった 具合 。 ホント に 想像 し て い た もの と は 期待 はずれ でし た 。 接客 は 一 人 だけ で アオザイ 着 て なかっ た し ・ ・ ・ 。 ワタ シ に は 満足 できる もの が 一つ も ない ので 、 この 評価 と なり まし た 。 
5, ケーキ に関して は 皆さん の 評価 に 任せる として ・ ・ ・ 稲村 省三 さん 、 いい 人 です よ 。 行く たび に 店頭 に 立っ て 接客 し て いる こと が とても 多い 。 決して 柔和 で は なく 上手 でも ない けど 、 お客 に対して 一生懸命 接 しよ う と する パティシエ 。 こうして 店 の 敷居 を 自ら 低く し て 多く の お客 さん を 迎え て は 、 「 質 」 で 勝負 する わけ です よ ね 。 その ケーキ の 「 質 」 が また 素晴らしい もん だ から 、 またまた 足 が 向い て しまう 。 種類 が 多い から 「 次 は アレ 食べよ う 」 という 気 に も なる 。 あぁ 、 また 「 琥珀 」 と 「 キャラメルアーモンドカステラ 」 が 食べ たく なっ て き た ・ ・ ・ 
1, 個人 的 に みそ ラーメン を 好ん で 食べる の です が 、 これ ほど 食べ て 後悔 し た 味噌 ラーメン 店 は 、 札幌 の 新 ラーメン 横丁 と ここ だけ です 。 まず 、 店 の 前 で 強烈 に 鼻 を 突く 異臭 に ゲンナリ 。 扉 が なく 間口 が 全開 な ので 仕方 が ない と 思い き や 、 もっと 排気 に 強力 な ダクト を 付ける べき だろ う と まず 一考 。 味噌 チャーシュー を 頼ん だ が 、 店員 は ワタ シ に 返事 を する こと なく 、 声 だけ デカ く 「 ミソチャー 一 丁 」 。 その 声色 も 客 を 凄ま せる ド 太い 声 が 、 およそ ラーメン 店 らしく なく 、 いい 気分 が し ない 。 一瞬 「 その 筋 の 人 か ？ 」 と 思っ た ほど 。 ワタ シ の 前 に 出さ れ た どんぶり に は 親指 が 爪 を かぶる ぐらい しっかり 入っ て い て 、 ここ で 不快指数 が 85 ％ 。 「 それでも 味 は 裏切ら ない だろ う 」 と 最大限 の 譲歩 を し た ワタ シ の 舌 に 感じ た ミソ の 味 は 、 「 なん だ この ミソ の 薄 さ は ・ ・ ・ 」 。 不快指数 100 ％ 。 舌 に 残る ミソ の コク なんて もの は 一切 感じ られ ませ ん でし た 。 チャーシュー も ベーコン の よう に 薄っぺら で 、 何 の ボリューム も ナシ 。 ただ 麺 と スープ の 量 が 多い だけ 。 量 より 質 を 求める ワタ シ に は 最悪 の 店 でし た 。 新 ラーメン 横丁 で 後悔 さ れ た 方 は 、 この 店 で も 同じ 味 を 経験 する こと に なり ます 。 ご 注意 下さい 。 
4, 巷 で は 珍しい 台湾 鍋 「 石頭 火 鍋 ( スートーホーコー )」 が 食べ られる お 店 です 。 本来 は 台湾 の 宮廷 料理 だっ た という 話 。 熱し た 鍋 に ゴマ油 を 入れ 、 タマネギ と 味付け さ れ た 牛 の モモ 肉 を 炒め 、 すき焼き の よう に 溶き 卵 に 浸し て いただき ます 。 脂っこい よう に 思える けど 、 これ が 思い の ほか あっさり し て い て 、 なかなか の 美味 。 その後 、 肉汁 の しみこん だ 鍋 の 中 に 野菜 が 入り 、 鶏 ガラ の スープ を 注ぎ 、 程 良く 煮込ん だ ところ で 鍋 が 完成 。 その あと は ご飯 と 卵 が 入り 、 雑炊 で FINISH 。 「 焼き肉 」 「 鍋 」 「 雑炊 」 。 一挙 三 得 の パワフル な 料理 です 。 個人 的 に は もっと 肉 に 舌鼓 を 打ち たい 気持ち が 残り まし た が ・ ・ ・ 
4, 青のり を 練り 込ん だ 自家製 の 麺 が 特徴 。 「 つけ 麺 」 が この 店 の 古く から の 定番 だ が 、 この 店 は すべて の メニュー において 、 量 が 多い 。 ラーメン 屋 に し て 邪道 な 選択 だ が 、 ワタ シ は この 店 の 「 肉 野菜 炒め 定食 」 を 好ん で 食べ た 。 惜しみ なく 投入 さ れ た キャベツ と 、 食 感 を 生かす べく 大きめ に 切ら れ た 人参 と ピーマン 、 その 中 から 時折 顔 を 出す 豚肉 。 醤油 ベース の 味付け も 後 を 引き 、 多め に 盛ら れ た ご飯 も ドンドン 進む 。 圧巻 は ラーメン どんぶり で 出さ れる 「 たま ご スープ 」 。 時折 みそ 汁 に 変わる こと が ある が 、 スープ の 量 は 変わる こと なく 、 どんぶり の 7 分目 まで 入る 。 この 店 に 究極 の ラーメン の 味 を 求める の は 酷 な 話 で あり 、 とても 他 の ラーメン 店 と 競い合う レベル の もの で は ない 。 しかしながら 苦節 30 年 、 ご 主人 と 奥さん だけ で 今 も 元気 に のれん を 出し て いる 姿 に 、 エール を 送り たい の です 。 
3,「 お かめ 」 「 バンビ 」 といった 人気 店 も ある けど 、 敢えて 冒険 し て この 店 へ 。 メニュー 、 店内 の 雰囲気 は そこら の 店 と 遜色 なし 。 でも 、 店員 の お に い ちゃ ん が 愛想 良く 、 もんじゃ の 作り方 を ちゃんと 指南 し て くれ た の は うれしい 限り 。 人気 店 で は 忙し すぎ て そんな こと まで 面倒 見 て くれ ませ ん 。 それ と 、 いかにも 「 下町 の 元気 オヤジ 」 って 感じ の 、 恰幅 の いい マスター が 印象 的 でし た 。 
4, 狭い 店内 の 1 ・ 2 Ｆ は ハイ スツール の カウンター 、 3 Ｆ は 壁 すれすれ まで の 大き さ の ある 楕円 型 の テーブル に 、 14 ， 5 人 が 円 を 成し て 着席 する 空間 。 間接 照明 だけ の 店内 は まさに 異国 の ビアバー そのもの 。 少 人数 で ワイワイ 話す に は 打っ て つけ の 店 です ね 。 度数 の 高い ベルギー ビール が 、 会話 そのもの を はずま せ 、 時に は 鈍ら せ たり も し ます 。 店内 が 満杯 の 時 は 店 の 外 で 立ち ながら 飲ん だ こと も あり まし た 。 （ ひょっとしたら 今 は もう でき ない かも しれ ない ） カッコ つけ ず に 気楽 に 飲める 、 自由 な 雰囲気 が ある 店 です 。 神楽 坂 の 新潮社 の 並び に も 姉妹 店 が あり ます 。 ここ は 低い テーブル 席 だけ だっ た よう な 気 が する の です が ・ ・ ・ 
3,「 魂 の ラーメン 」 なる メニュー を 拝 食 。 「 魚 の スープ 」 と 聞い て 「 永福 町 大勝 軒 」 を 思い出す が 、 ここ の スープ は それほど クド く ない 。 脂 の 浮き 具合 も 適当 で 「 まぁ いける 」 といった 程度 。 「 トロ 焼豚 」 を ウリ と し て いる よう だ が 、 この テ の 肉 はさ ほど 珍しい もの でも なくなっ た 。 一つ 褒め られる ところ は 半熟 の 一 歩 手前 といった 具合 の 卵 。 なかなか いい 色 し て た し 、 黄身 が 舌 の 中 に 広がっ て いく 。 「 尾道 ラーメン って こんな 程度 の もの な の か ？ 」 と ただ ぼんやり と 考える のみ にて 、 大きな 感動 を 味わう こと なく 退散 。 
4, ７ 年 前 に 澄川 で 初めて 食べ た とき は 、 「 この 味噌 の コク は いったい ・ ・ ・ ラード で 覆わ れ た 濃厚 スープ に 絡む 太 麺 。 うっ 、 うま すぎる ・ ・ ・ 日本一 の 味噌 ラーメン だ ！ 」 と いたく 感動 し た もの だ 。 衝撃 の 味 に 満足 し 、 身体 も ポカポカ に なっ て 、 吹雪 の なか でも 足取り 軽く 、 南北 線 の 澄川 駅 まで 歩い て い た 記憶 が 鮮明 に 残っ て いる 。 その 「 純 連 」 が 東京 に 出店 し て い た と は つゆ 知らず 。 （ 最近 グルメ づい て なかっ た んで ・ ・ ・ ） あの 衝撃 の 味噌 ラーメン と 久々 の ご 対面 。 具 が 少なかろ う と 、 店員 の 接客 が どー でも 、 値段 が ８ ０ ０ 円 だろ う と ワタ シ は 構わ ない 。 “ あの 味噌 ラーメン ” が 食べ られれ ば ・ ・ ・ と 。 一口 め は 「 これ だ よ 、 これ ！ あぁ 懐かしい 」 と 上機嫌 。 はじめ は その 味 に ご 満悦 だっ た の だ が 、 残り 半分 位 から スープ の 濃厚 さ が 薄れ て いく ・ ・ ・ 「 あれ っ 、 オレ の 舌 、 おかしい か なぁ 」 と 思っ て 完 食 し た 時 に は 、 スープ の 温か さ も あまり 残っ て い なかっ た 気 が し た 。 ３ 年 前 に 中の島 の 「 すみれ 」 で 味噌 ラーメン を 食べ た 上 で の 今回 の この 評価 。 何 も 気 に かかる こと が なけれ ば 、 すんなり 「 ５ 」 を 付け て いる はず な のに 。 「 すみれ 」 と 比べ た がる 輩 も 多い けど 、 あの 独特 の 味噌 ラーメン を 食べる なら 「 純 連 」 も 「 すみれ 」 も 一緒 。 この 店 を 外し て は なり ませ ぬ 。 あれこれ 言っ たって 、 これ ほど 賛否 の 出る 味噌 ラーメン の 店 など 、 都内 に そう そう ない ん だ から ・ ・ ・ 足 を 運ぶ 価値 は 大いに ある 店 です 。 ワタ シ も 今回 の 評価 で 済ませる こと なく 「 また 食べ に 行く ぞ ！ 」 という 気 に なっ て い ます 。 
